nombre,masa,radio,entropia,informacion,gi
Galaxia_47,238243754723.159393,66071.810403,7.205825,96.282962,486.698478
Galaxia_319,666790613224.633667,66392.912899,7.326853,35.307622,486.521624
Galaxia_407,671992824925.676514,57802.289221,4.613602,16.443516,478.447136
Galaxia_226,551012311705.781494,92841.381216,8.477083,92.313933,464.626680
Galaxia_265,101938118677.513016,70875.152787,1.339818,45.924788,464.250621
Galaxia_454,456256163775.292053,84869.920869,1.156177,12.410575,453.806507
Galaxia_274,567775122637.333618,81767.676804,2.135623,17.035600,452.115733
Galaxia_13,332255385339.306519,91304.752345,1.241297,20.792279,445.567985
Galaxia_290,415577840993.011780,82297.441428,5.509888,59.718179,443.862514
Galaxia_18,128570285253.850754,78477.379389,1.164370,36.679766,438.923823
Galaxia_335,272067102871.253174,65614.231852,3.906347,40.434092,436.577567
Galaxia_352,455023884716.466187,67350.213592,7.899221,51.212163,434.060484
Galaxia_34,811990734357.643799,60978.253413,6.760676,20.044906,432.135632
Galaxia_67,342056518956.030151,68019.459671,9.710893,82.564194,419.536125
Galaxia_52,174360296774.293884,53979.078296,6.503446,67.807519,416.424249
Galaxia_199,661644498194.095215,92836.496421,6.194098,50.001276,413.614030
Galaxia_446,17264497517.924694,24092.813948,1.374768,28.353405,409.408802
Galaxia_482,687604383051.536987,86332.669400,8.411127,53.539561,391.935073
Galaxia_119,158427601795.532501,28929.579995,8.292121,25.640805,390.676966
Galaxia_472,192261521363.039764,75166.375756,4.429718,75.862878,388.958388
Galaxia_66,398127291079.613098,56132.053760,8.947536,40.963023,386.094723
Galaxia_344,144585668782.119324,31628.602565,6.521653,25.960788,383.999364
Galaxia_121,469441630580.951111,81976.701651,7.817096,64.140243,382.552494
Galaxia_33,760447910002.960693,61451.352804,8.231799,22.962607,374.919676
Galaxia_205,345809092963.130127,63009.096836,8.329520,53.287129,371.909643
Galaxia_373,429676515177.968201,94692.186570,5.230419,59.145559,361.662831
Galaxia_56,58273694087.589661,59895.414467,1.590408,52.442416,357.488949
Galaxia_321,446519080510.860840,99874.838181,6.900691,82.080852,355.371187
Galaxia_285,311805280912.833191,57225.995673,8.464399,46.541575,349.419321
Galaxia_137,609580159399.531738,90681.118911,9.154327,63.613744,343.816625
Galaxia_46,246355583699.358521,88295.294076,1.286362,20.832664,341.563422
Galaxia_150,745867316392.704590,75124.213437,9.645394,36.467838,333.500888
Galaxia_50,78013809281.282471,40891.275886,8.377539,88.474142,328.863191
Galaxia_44,247169263142.554626,80502.731657,6.403633,82.477671,327.859867
Galaxia_401,309277662996.831787,79950.388453,4.548708,46.133096,327.519162
Galaxia_80,364469311039.344177,75555.624915,9.970654,74.267924,317.402474
Galaxia_374,153448345804.983185,46092.189706,8.183729,53.566458,315.539986
Galaxia_380,303232435441.886230,42109.851287,6.571853,17.853774,310.066944
Galaxia_248,325986760822.453796,75331.449544,4.561543,36.520059,306.952924
Galaxia_258,70088251960.949249,40909.337872,1.644610,18.054268,306.846014
Galaxia_309,209765439075.445618,84665.998681,4.846921,75.753711,305.252085
Galaxia_331,307084237784.956787,86704.369063,4.964678,55.210939,303.189689
Galaxia_492,629573250945.750122,75894.738467,6.622496,26.816850,295.402413
Galaxia_172,581157888608.659668,77744.529798,6.654959,30.519599,294.301812
Galaxia_476,76141638425.910568,37302.631622,3.135470,25.092026,292.267600
Galaxia_438,969456954549.406372,64783.859017,9.804365,18.369902,288.860105
Galaxia_9,324330156652.687378,92045.430161,6.961813,77.784073,285.467232
Galaxia_196,261326354283.543152,76950.436783,7.367074,69.230643,276.802169
Galaxia_304,50051416738.136002,31040.805290,7.744460,60.997031,273.069450
Galaxia_186,93371581462.337616,83225.889772,1.318911,38.469802,262.424670
Galaxia_171,279425282205.074585,51505.499040,7.830213,29.223991,262.379340
Galaxia_227,357255507451.809937,73083.596529,6.707320,38.920451,259.043705
Galaxia_341,337941203994.314026,93165.479934,9.617189,94.507584,255.361184
Galaxia_317,105973755029.444000,35722.575953,6.563047,30.078259,254.018322
Galaxia_397,285969980690.086243,94053.890944,5.304315,61.240188,249.103023
Galaxia_370,673337670564.733887,68285.982016,6.406119,16.556100,249.079447
Galaxia_329,887038556573.541504,59122.892893,9.977285,14.335863,243.359268
Galaxia_303,498372322182.975403,46577.988962,9.838772,15.483814,241.287482
Galaxia_444,377684841529.040527,72372.962976,9.838663,47.838376,234.003567
Galaxia_71,874199176648.552002,98807.739061,9.158911,35.567469,232.082748
Galaxia_145,61128459990.500885,27850.639589,8.721725,35.475323,213.945084
Galaxia_464,69171688439.022583,75254.176820,1.617146,41.617158,209.794187
Galaxia_320,474089477068.743408,55739.375116,6.543713,13.316587,207.257323
Galaxia_500,109025179581.357101,48603.507376,9.955559,66.409127,205.475008
Galaxia_455,120940172132.383057,72676.499859,1.646843,21.851350,202.773729
Galaxia_376,559485488580.572510,75232.020391,4.313620,13.077580,200.020063
Galaxia_448,102770381695.070953,71789.093406,2.571490,37.549853,194.347313
Galaxia_131,714329243940.748535,97461.731862,3.713476,13.393725,181.032062
Galaxia_328,724055182518.216675,81124.706019,9.618589,23.670753,180.705491
Galaxia_191,219501626333.331299,92412.400032,4.157409,43.313743,178.724808
Galaxia_280,138880732220.131256,51124.505809,8.282437,39.349726,168.489373
Galaxia_28,387788023266.716553,53484.606987,7.831239,14.234910,164.462230
Galaxia_70,373268091965.674805,98270.283426,8.620505,54.638204,163.510390
Galaxia_90,272200674369.616333,81329.098457,6.781268,40.001691,162.020447
Galaxia_48,233391274399.377930,92649.230752,6.981163,62.291777,161.923174
Galaxia_250,601993992349.625488,84656.412832,5.943385,16.973526,160.108945
Galaxia_277,106240226225.319763,37645.556660,9.837960,30.317293,154.188573
Galaxia_173,354298171906.924622,78721.039171,6.467382,26.000697,153.408275
Galaxia_347,544963899085.551514,95637.422790,6.482696,24.942615,153.004214
Galaxia_488,999234507418.046387,97214.454635,5.621770,12.099403,151.880325
Galaxia_148,80264684040.925110,60086.366229,6.579953,64.026950,144.383542
Galaxia_24,177108165469.906158,91636.269849,7.963950,81.559437,144.163278
Galaxia_87,435320265090.880798,53195.332811,8.075150,10.747056,136.648826
Galaxia_276,349623975980.335205,93961.938847,7.408543,37.485215,133.730229
Galaxia_259,405687243444.424561,96052.615334,3.800018,16.928609,130.741398
Galaxia_181,858227552686.845337,93628.352110,7.510901,14.768455,128.480095
Galaxia_443,56754301347.227890,30862.550589,9.741536,31.113276,127.016093
Galaxia_73,56514621287.561996,55252.257667,6.346414,64.496884,125.567173
Galaxia_138,27370786149.934635,56559.952107,2.925875,63.866543,124.649671
Galaxia_300,33785332357.381062,48690.461720,2.962831,38.716367,124.288930
Galaxia_381,431536757993.424133,76765.997370,6.416322,15.254192,116.195182
Galaxia_499,181507178876.942780,73052.834656,7.346601,36.856231,113.880477
Galaxia_463,63208252545.985008,56731.571404,5.135645,43.831968,111.872918
Galaxia_327,77711005894.806198,75483.135187,7.185459,85.988909,108.937080
Galaxia_346,43135898594.196014,22979.993222,7.998257,15.973895,108.882908
Galaxia_69,37948553687.806602,57209.562202,5.928778,83.402150,108.861674
Galaxia_262,125247548746.660278,82067.530127,8.238434,71.226517,107.307167
Galaxia_279,415006586985.308350,81998.865049,5.146953,13.365736,106.976131
Galaxia_30,368398254963.590515,52409.596932,9.118676,10.877065,106.777846
Galaxia_497,106028845210.354172,58407.661973,4.230935,19.575251,95.975430
Galaxia_118,446051556054.381836,79655.238484,9.353869,18.210919,91.348670
Galaxia_288,146714613225.409882,55275.201857,9.925460,28.154655,90.911229
Galaxia_371,30809655748.628632,60787.653676,2.670661,41.409794,86.286819
Galaxia_225,117108912621.365738,77670.527971,8.803604,57.043430,83.951372
Galaxia_398,62976944857.834198,31370.214313,9.101655,16.191309,75.982480
Galaxia_153,57480299973.231857,40692.813675,7.383251,23.783724,74.631292
Galaxia_348,412700176646.314636,77333.839016,8.257617,12.076539,67.357893
Galaxia_20,529372167893.597229,94970.401748,9.318208,15.580067,65.497806
Galaxia_6,171650360010.978912,81667.453722,5.220312,19.845694,65.301239
Galaxia_434,92258715495.711304,67226.562180,8.845232,42.006085,64.704402
Galaxia_229,280308695173.260986,93227.925918,6.740939,18.991613,60.644454
Galaxia_457,279424059102.686768,79600.939315,6.927172,13.787011,58.579632
Galaxia_32,20331957151.223225,24783.499797,9.116370,23.143101,56.086555
Galaxia_253,123432988094.199753,77468.017031,7.439297,29.571669,54.567670
Galaxia_97,14573246984.640862,37033.823592,9.810414,72.423011,52.354468
Galaxia_40,59387532971.222069,71832.115796,7.118096,47.500801,51.262544
Galaxia_369,57320363158.845009,62756.324141,6.137110,31.623429,50.054599
Galaxia_251,38711014060.085403,94897.284554,3.732238,64.308944,49.434893
Galaxia_433,26796952072.571022,76541.228489,5.404558,87.123583,49.212452
Galaxia_403,35668090296.734894,67224.472732,6.334979,55.165837,45.872783
Galaxia_45,205728969912.281982,99805.187928,8.258531,22.149961,36.971289
Galaxia_239,52950367748.967979,98082.498089,4.353288,42.457561,35.828476
Galaxia_452,38113250900.744507,55104.771333,6.966929,28.850673,34.691036
Galaxia_420,15059257296.895739,40403.250836,4.939994,26.764824,33.359056
Galaxia_192,19937254583.879662,77600.831815,2.927561,43.554479,32.874849
Galaxia_149,27247251194.361271,93323.144931,2.564460,35.961716,29.281438
Galaxia_314,25096163031.347397,73108.569735,6.659194,56.747830,26.705666
Galaxia_244,18431170945.723663,82228.215231,3.265038,47.216136,26.309813
Galaxia_417,56399815913.464653,91878.944724,8.927510,42.206327,21.081338
Galaxia_85,19775895666.510468,84159.518942,1.099441,11.221837,19.020561
Galaxia_478,29782392107.464409,82858.558442,5.486771,32.283371,17.035380
